date,status,speaker,title,url,last_checked,language,type,description
2015-07-16,Success,Unknown Speaker,15 0503 There is a Place By Me,https://www.youtube.com/watch?v=bdxPyhakpR0,2025-12-28,Unknown,Full Sermon,
2015-07-16,Success,Unknown Speaker,15-0617 Gods Provided Place of Worship,https://www.youtube.com/watch?v=E2Hq-X-0ONQ,2025-12-28,Unknown,Full Sermon,
2015-07-16,Success,Unknown Speaker,2015 Battle Tactics Part 1,https://www.youtube.com/watch?v=Gxhg9e1dIuw,2025-12-28,Unknown,Full Sermon,
2015-07-25,Success,Unknown Speaker,15 0726 Battle Tactics pt 3,https://www.youtube.com/watch?v=SBjcbBQXTEw,2025-12-28,Unknown,Full Sermon,
2015-08-12,Success,Unknown Speaker,15 0809 The Work of the Kinsman Redeemer pt2,https://www.youtube.com/watch?v=MdB6namtWSs,2025-12-28,Unknown,Full Sermon,
2015-08-26,Success,Unknown Speaker,15 0826 Where we are at in the end time pt2,https://www.youtube.com/watch?v=T5NmaAew5AY,2025-12-28,Unknown,Full Sermon,
2015-08-29,Success,Unknown Speaker,15 0830 Where we are at in the end time pt3,https://www.youtube.com/watch?v=PQn4xmybfuM,2025-12-28,Unknown,Full Sermon,
2015-09-05,Success,Unknown Speaker,15 0906 Where We are at in the Endtime pt4,https://www.youtube.com/watch?v=OacVZ27V6ks,2025-12-28,Unknown,Full Sermon,
2015-09-13,Success,Unknown Speaker,15 0913 Where We are at in the Endtime pt6 The Harvest Time,https://www.youtube.com/watch?v=6VbEDAtroa0,2025-12-28,Unknown,Full Sermon,
2015-09-26,Success,Unknown Speaker,15 0927 Where We are at in the Endtime pt8 Rebekah's Journey,https://www.youtube.com/watch?v=F6cUUYT3qCw,2025-12-28,Unknown,Full Sermon,
2015-10-07,Success,Unknown Speaker,15 1007 God's Masterpiece,https://www.youtube.com/watch?v=mjIa1UOfoig,2025-12-28,Unknown,Full Sermon,
2015-10-10,Success,Unknown Speaker,15 1011 God's Attributes Being Displayed,https://www.youtube.com/watch?v=wxUT6qUYcOw,2025-12-28,Unknown,Full Sermon,
2015-10-10,Success,Unknown Speaker,Global Answers 013   The Godhead Explained   Part 1,https://www.youtube.com/watch?v=DLQxobhdnms,2025-12-28,Unknown,Full Sermon,
2015-10-10,Success,Unknown Speaker,Global Answers 014   The Godhead Explained   Part 2,https://www.youtube.com/watch?v=jFeckHnOY7E,2025-12-28,Unknown,Full Sermon,
2015-10-10,Success,Unknown Speaker,Global Answers 015   The Godhead Explained   Part 3,https://www.youtube.com/watch?v=_JrazdTkaf8,2025-12-28,Unknown,Full Sermon,
2015-11-07,Success,Unknown Speaker,15-1108 Thirst,https://www.youtube.com/watch?v=N-4UGCmsc4U,2025-12-28,Unknown,Full Sermon,
2015-11-11,Success,Unknown Speaker,Can You See Yourself In David,https://www.youtube.com/watch?v=t4pNU6aK0Y0,2025-12-28,Unknown,Full Sermon,
2015-11-20,Success,Unknown Speaker,15 0909 Where We are at in the Endtime pt5,https://www.youtube.com/watch?v=6oIHjLJnOZI,2025-12-28,Unknown,Full Sermon,
2015-11-21,Success,Unknown Speaker,15 1122 Keeping in the middle of the way,https://www.youtube.com/watch?v=kR05JEG2IEU,2025-12-28,Unknown,Full Sermon,
2015-11-25,Success,Unknown Speaker,15 1125 Don't forget the Divine influence,https://www.youtube.com/watch?v=sYSZTevNcl8,2025-12-28,Unknown,Full Sermon,
2015-11-28,Success,Unknown Speaker,15 1129 Return and Jubilee TODAY,https://www.youtube.com/watch?v=fxEpeJA1qig,2025-12-28,Unknown,Full Sermon,
2015-12-05,Success,Unknown Speaker,15 1206 When God says No,https://www.youtube.com/watch?v=-4FqgisbIq4,2025-12-28,Unknown,Full Sermon,
2015-12-12,Success,Unknown Speaker,15-1213 I am Joseph,https://www.youtube.com/watch?v=MJ_OwHWV-iY,2025-12-28,Unknown,Full Sermon,
2015-12-26,Success,Unknown Speaker,15 1220,https://www.youtube.com/watch?v=lgygocSI35w,2025-12-28,Unknown,Full Sermon,
2015-12-26,Success,Unknown Speaker,15 1227 Thy Light Has Come,https://www.youtube.com/watch?v=5_XR1IuS6v0,2025-12-28,Unknown,Full Sermon,
2016-01-12,Success,Unknown Speaker,16-0110  Divine Leadership,https://www.youtube.com/watch?v=fwQrIRyFY-Q,2025-12-28,Unknown,Full Sermon,
2016-01-13,Success,Unknown Speaker,16-0113 Divine Leadership pt2,https://www.youtube.com/watch?v=mgOpFyxin94,2025-12-28,Unknown,Full Sermon,
2016-01-16,Success,Unknown Speaker,16-0117 Divine Leadership pt3,https://www.youtube.com/watch?v=TR80Gx4WO9E,2025-12-28,Unknown,Full Sermon,
2016-01-23,Success,Unknown Speaker,16 0124 Is Every Door Open?,https://www.youtube.com/watch?v=vQ9BLrHmwBQ,2025-12-30,Unknown,Full Sermon,
2016-01-27,Success,Unknown Speaker,16-0127 God is Light,https://www.youtube.com/watch?v=KmslZOQ0BFo,2025-12-28,Unknown,Full Sermon,
